,Arcade,Venue_ID,Venue_Name,Venue_Distance,Venue_Address,Venue_Latitude,Venue_Longitude,Category_ID,Category_Name,Venue_Rating
96,Arcade Community,51702e65e4b0ea41cfabe62a,P.S./I.S. 73,59,251 Macdougal St,40.68046188354492,-73.91036987304688,4f4533804b9074f6e4fb0105,Elementary School,Not Rated
97,Arcade Community,611c57ccb0dcfd3277165bd2,Hardee,86,126 Hull St,40.679382,-73.91093000000002,4bf58dd8d48988d145941735,Chinese Restaurant,Not Rated
98,Arcade Community,4f4464ed19836ed00193d4a6,Good Taste Chinese Restaurant,102,126 Hull St,40.679237,-73.910843,4bf58dd8d48988d145941735,Chinese Restaurant,Not Rated
99,Arcade Community,53405b0a498e331b6309802e,J's Jerk Hut,124,117 Rockaway Ave,40.679039,-73.910826,4bf58dd8d48988d144941735,Caribbean Restaurant,Not Rated
100,Arcade Community,5f160d8cf60203328d8c1686,Love Nelly,134,53 Rockaway Ave,40.68134600000001,-73.911214,4bf58dd8d48988d16a941735,Bakery,8.1
101,Arcade Community,5f808d89a8f19063a8e0437c,Beets Cafe,161,142 Rockaway Avenue,40.678733,-73.91059200000002,4bf58dd8d48988d16d941735,Café,Not Rated
102,Arcade Community,4c52fef62543a5937cad3f86,Phoenix Community Garden,175,2-36 Somers St,40.67858473426164,-73.91104071649829,4bf58dd8d48988d15a941735,Garden,Not Rated
103,Arcade Community,58bad25c4bc2f1632aace318,Daily Press Coffee,185,38 Somers St,40.67848994443821,-73.91090903870442,4bf58dd8d48988d1e0931735,Coffee Shop,8.1
104,Arcade Community,50507b82e4b0473d5f43dbc8,Shirley Chisholm Day Care,186,33 Somersault Street,40.67874745591838,-73.91213722207716,4bf58dd8d48988d197941735,College Administrative Building,Not Rated
105,Arcade Community,5f2b4345952995556e819871,All Night Skate,192,54 Rockaway Ave,40.681794,-73.911674,4bf58dd8d48988d11e941735,Cocktail Bar,8.4
106,Arcade Community,4bdcdf892a3a0f4709cdb4b6,MTA Subway - Rockaway Ave (C),193,Rockaway Ave,40.6784198875456,-73.91098417024698,4bf58dd8d48988d1fd931735,Metro Station,Not Rated
107,Arcade Community,4e47fb5a62e148603b86e417,B60 (Fulton & Rockaway Ave),196,No Address,40.67839137066761,-73.91106583391091,4bf58dd8d48988d12b951735,Bus Line,Not Rated
108,Arcade Community,4b80928bf964a520dc7d30e3,Royal Chicken Biscuits,233,1799 Broadway,40.681535360181385,-73.90886997804061,4d4ae6fc7a7b7dea34424761,Fried Chicken Joint,Not Rated
109,Arcade Community,4ed414a399114b488c5084ff,Urban strategies,235,294 Sumpter St,40.680934,-73.91354399999999,4bf58dd8d48988d124941735,Office,Not Rated
110,Arcade Community,5baae62489b06a0039250273,Pita Point,240,508 Marion Street,40.681816,-73.909132,4bf58dd8d48988d10b941735,Falafel Restaurant,Not Rated
111,Arcade Community,4e9c46d330f87c966cfa3fec,B60 Bus,457,No Address,40.67604563243717,-73.91116128337305,4bf58dd8d48988d12b951735,Bus Line,Not Rated
112,Arcade Creative Group (A Sony Music Company),4f22f6b2e4b0b2f98de71ff5,Sony Plaza Illy Cafe,7,No Address,40.76131802002589,-73.97357736189177,4bf58dd8d48988d1e0931735,Coffee Shop,5.7
113,Arcade Creative Group (A Sony Music Company),4cc864a77be6548110b52d23,Illy caffe North America,8,Madison Ave,40.761415799213616,-73.97353024071856,4bf58dd8d48988d124941735,Office,Not Rated
114,Arcade Creative Group (A Sony Music Company),4fa1adb7e4b0115a82cd47d4,Pacers Toastmasters Club,8,The Sony Center,40.76133801260085,-73.97353598014715,4bf58dd8d48988d171941735,Event Space,Not Rated
115,Arcade Creative Group (A Sony Music Company),4f0a04e4e4b0596c904d6732,MoloLamken,9,540 Madison Ave,40.761292223287604,-73.97362781098117,4bf58dd8d48988d124941735,Office,Not Rated
116,Arcade Creative Group (A Sony Music Company),4f60e179e4b04905886d6969,Sony Public Plaza,11,550 Madison Ave,40.76128966809208,-73.97354927338773,4bf58dd8d48988d164941735,Plaza,Not Rated
117,Arcade Creative Group (A Sony Music Company),502e8003e4b04d70bdea7a76,Sony Club,13,550 Madison Ave Fl 35,40.761494020971774,-73.97366224753264,4bf58dd8d48988d171941735,Event Space,Not Rated
118,Arcade Creative Group (A Sony Music Company),512c0a44e4b0a8adf180433b,Pizza Da Solo,13,550 Madison Ave,40.761467353897146,-73.97350484806445,4bf58dd8d48988d1ca941735,Pizza Place,Not Rated
119,Arcade Creative Group (A Sony Music Company),4d672853a800721ecda60cb8,The Innovation Station,15,550 Madison Ave Fl 30,40.761406,-73.97343000000002,4bf58dd8d48988d124941735,Office,Not Rated
120,Arcade Creative Group (A Sony Music Company),4d5006dddcce224bf1ccd31b,Columbia/Epic Label Group,18,550 Madison Ave,40.76122550921536,-73.9735474590038,4bf58dd8d48988d124941735,Office,Not Rated
121,Arcade Creative Group (A Sony Music Company),4c98dd75671db60c6107bdf6,Sony/ATV Music Publishing,24,550 Madison Ave,40.761442113028025,-73.97333521713676,4bf58dd8d48988d124941735,Office,Not Rated
122,Arcade Creative Group (A Sony Music Company),571bec75cd104795c027b270,MTA BxM7 34th  Street & Madison  Ave,24,No Address,40.76116198799846,-73.97361633212931,52f2ab2ebcbc57f1066b8b4f,Bus Stop,Not Rated
123,Arcade Creative Group (A Sony Music Company),4b22729bf964a520e64624e3,Epic Records,31,550 Madison Ave,40.76145194534829,-73.97325474794536,4bf58dd8d48988d124941735,Office,Not Rated
124,Arcade Creative Group (A Sony Music Company),4bcba10d3740b7134bf26265,540 Madison Avenue,33,540 Madison Ave,40.76107823051907,-73.973586040683,4bf58dd8d48988d174941735,Coworking Space,Not Rated
125,Arcade Creative Group (A Sony Music Company),4b1c222df964a520ce0224e3,Sony Fitness Center,40,550 Madison Ave,40.761567699578855,-73.97320883244484,4bf58dd8d48988d176941735,Gym,Not Rated
126,Arcade Creative Group (A Sony Music Company),4d042c5b28926ea811226ac2,King Cole Bar,42,2 E 55th St,40.76143789631651,-73.97410979521449,4bf58dd8d48988d11e941735,Cocktail Bar,Not Rated
127,Arcade Creative Group (A Sony Music Company),58af37e8076be15eeb312567,Vivienne Westwood,51,14 E 55th St,40.761072,-73.974075,4bf58dd8d48988d104951735,Boutique,Not Rated
128,Arcade Creative Group (A Sony Music Company),4a637181f964a52008c51fe3,The St. Regis New York,84,2 E 55th St,40.7613979,-73.9746128,4bf58dd8d48988d1fa931735,Hotel,Not Rated
129,Arcade Creative Group (A Sony Music Company),58fbdcad12138468bd514a50,Anton Kern Gallery,208,16 W 55th St,40.761901,-73.975989,4bf58dd8d48988d1e2931735,Art Gallery,Not Rated
130,Arcade Creative Group (A Sony Music Company),5d669c759c03190008143b31,Red Peony,245,24 W 56th St,40.762675,-73.975974,4bf58dd8d48988d145941735,Chinese Restaurant,Not Rated
131,Arcade Edit NY,4dcbe17881dcc1e341fd4394,220 Fifth Avenue,7,220 5th Ave,40.74358050971151,-73.98819109274437,4bf58dd8d48988d124941735,Office,Not Rated
132,Arcade Edit NY,4ce00fc7db1254814f723ace,La Perla Sample Sale,8,No Address,40.743608934081045,-73.98805044702544,4bf58dd8d48988d109951735,Lingerie Store,Not Rated
133,Arcade Edit NY,4cf514b9d29b2d43ab37f4bb,Vanguard Management Group,9,220 5th Ave Ph West,40.74358872988235,-73.98823509680534,4bf58dd8d48988d124941735,Office,Not Rated
134,Arcade Edit NY,4a7087f7f964a520b3d71fe3,GlobalWorks,9,220 5th Ave,40.74355810048106,-73.98817682009188,4bf58dd8d48988d124941735,Office,Not Rated
135,Arcade Edit NY,5cbb5ddbf1fdaf002c187d2d,Imd Beauty Spa,15,224 5th Ave,40.74355,-73.988275,52f2ab2ebcbc57f1066b8b3c,Massage Studio,Not Rated
136,Arcade Edit NY,5e5fd5d8d0725c0008d19640,The Gilded Lady,17,No Address,40.743622,-73.988349,507c8c4091d498d9fc8c67a9,Public Art,Not Rated
137,Arcade Edit NY,4d6675816d86224be1049381,The Sandbox @ GlobalWorks,18,220 5th Ave,40.743552684886886,-73.98795373187997,4bf58dd8d48988d174941735,Coworking Space,Not Rated
138,Arcade Edit NY,55365d3f498e7a3f69209272,Mexicue Kitchen & Bar,21,225 5th Ave,40.7436154,-73.98788979999998,4bf58dd8d48988d1c1941735,Mexican Restaurant,Not Rated
139,Arcade Edit NY,4f493041e4b00005b93df2c8,7-Eleven,23,224 5th Ave,40.74385017482118,-73.98819051682943,4d954b0ea243a5684a65b473,Convenience Store,Not Rated
140,Arcade Edit NY,4f19bc59e4b0b7e256b8a1fd,Dominoes At GW,24,220 5th Ave,40.74345271509228,-73.98830296264396,4bf58dd8d48988d174941735,Coworking Space,Not Rated
141,Arcade Edit NY,556602bd498e46aa126dfd5f,Infinity Float,26,No Address,40.743807,-73.987915,4bf58dd8d48988d1ed941735,Spa,Not Rated
142,Arcade Edit NY,4c60188412e5c92807691e4c,World Policy Institute,28,220 5th Ave,40.74373,-73.988452,4bf58dd8d48988d174941735,Coworking Space,Not Rated
143,Arcade Edit NY,585acab5375c4a72eff621ab,Riskified NY,30,220 5th Ave,40.74387599425364,-73.98832665434573,4bf58dd8d48988d125941735,Tech Startup,Not Rated
