,Hood,Venue_ID,Venue_Name,Venue_Distance,Venue_Address,Venue_Latitude,Venue_Longitude,Category_ID,Category_Name
0,CBD-Downtown,512bf4f7e4b0933b4ab63b1c,Commerce Arcade,1130,1000 Walnut St,39.101503,-94.582445,5744ccdfe4b0c0459246b4dc,Shopping Plaza
8,Crossroads,512bf4f7e4b0933b4ab63b1c,Commerce Arcade,1274,1000 Walnut St,39.101503,-94.582445,5744ccdfe4b0c0459246b4dc,Shopping Plaza
25,River Market,512bf4f7e4b0933b4ab63b1c,Commerce Arcade,1310,1000 Walnut St,39.101503,-94.582445,5744ccdfe4b0c0459246b4dc,Shopping Plaza
4,Columbus Park,512bf4f7e4b0933b4ab63b1c,Commerce Arcade,1437,1000 Walnut St,39.101503,-94.582445,5744ccdfe4b0c0459246b4dc,Shopping Plaza
34,Parkview,512bf4f7e4b0933b4ab63b1c,Commerce Arcade,1567,1000 Walnut St,39.101503,-94.582445,5744ccdfe4b0c0459246b4dc,Shopping Plaza
29,West Side,512bf4f7e4b0933b4ab63b1c,Commerce Arcade,1741,1000 Walnut St,39.101503,-94.582445,5744ccdfe4b0c0459246b4dc,Shopping Plaza
57,Harlem,512bf4f7e4b0933b4ab63b1c,Commerce Arcade,1852,1000 Walnut St,39.101503,-94.582445,5744ccdfe4b0c0459246b4dc,Shopping Plaza
12,Hospital Hill,512bf4f7e4b0933b4ab63b1c,Commerce Arcade,2000,1000 Walnut St,39.101503,-94.582445,5744ccdfe4b0c0459246b4dc,Shopping Plaza
53,Beacon Hill,512bf4f7e4b0933b4ab63b1c,Commerce Arcade,2697,1000 Walnut St,39.101503,-94.582445,5744ccdfe4b0c0459246b4dc,Shopping Plaza
61,Winnetonka,51b790b2498e9e3b028cfaef,Joe Cool Arcade,1834,No Address,39.17357754567246,-94.4893090749118,4bf58dd8d48988d182941735,Theme Park
68,Hidden Valley,51b790b2498e9e3b028cfaef,Joe Cool Arcade,2006,No Address,39.17357754567246,-94.4893090749118,4bf58dd8d48988d182941735,Theme Park
69,Walnut Grove,54076348498ed3ee81d32983,Scarritt Arcade,128,819 Walnut St,39.103792999999996,-94.58155500000001,4bf58dd8d48988d130941735,Building
17,Library District,54076348498ed3ee81d32983,Scarritt Arcade,136,819 Walnut St,39.103792999999996,-94.58155500000001,4bf58dd8d48988d130941735,Building
22,Quality Hill,54076348498ed3ee81d32983,Scarritt Arcade,789,819 Walnut St,39.103792999999996,-94.58155500000001,4bf58dd8d48988d130941735,Building
24,River Market,54076348498ed3ee81d32983,Scarritt Arcade,1051,819 Walnut St,39.103792999999996,-94.58155500000001,4bf58dd8d48988d130941735,Building
5,Columbus Park,54076348498ed3ee81d32983,Scarritt Arcade,1213,819 Walnut St,39.103792999999996,-94.58155500000001,4bf58dd8d48988d130941735,Building
1,CBD-Downtown,54076348498ed3ee81d32983,Scarritt Arcade,1361,819 Walnut St,39.103792999999996,-94.58155500000001,4bf58dd8d48988d130941735,Building
35,Parkview,54076348498ed3ee81d32983,Scarritt Arcade,1511,819 Walnut St,39.103792999999996,-94.58155500000001,4bf58dd8d48988d130941735,Building
9,Crossroads,54076348498ed3ee81d32983,Scarritt Arcade,1535,819 Walnut St,39.103792999999996,-94.58155500000001,4bf58dd8d48988d130941735,Building
58,Harlem,54076348498ed3ee81d32983,Scarritt Arcade,1624,819 Walnut St,39.103792999999996,-94.58155500000001,4bf58dd8d48988d130941735,Building
31,West Side,54076348498ed3ee81d32983,Scarritt Arcade,1985,819 Walnut St,39.103792999999996,-94.58155500000001,4bf58dd8d48988d130941735,Building
13,Hospital Hill,54076348498ed3ee81d32983,Scarritt Arcade,2224,819 Walnut St,39.103792999999996,-94.58155500000001,4bf58dd8d48988d130941735,Building
54,Beacon Hill,54076348498ed3ee81d32983,Scarritt Arcade,2899,819 Walnut St,39.103792999999996,-94.58155500000001,4bf58dd8d48988d130941735,Building
20,Quality Hill,5ad817f3c666667613ddcb70,Broadway Arcade,152,1000 Broadway Blvd Ste 200,39.102272,-94.58867,4bf58dd8d48988d1e1931735,Arcade
18,Library District,5ad817f3c666667613ddcb70,Broadway Arcade,503,1000 Broadway Blvd Ste 200,39.102272,-94.58867,4bf58dd8d48988d1e1931735,Arcade
71,Walnut Grove,5ad817f3c666667613ddcb70,Broadway Arcade,636,1000 Broadway Blvd Ste 200,39.102272,-94.58867,4bf58dd8d48988d1e1931735,Arcade
26,River Market,5ad817f3c666667613ddcb70,Broadway Arcade,1382,1000 Broadway Blvd Ste 200,39.102272,-94.58867,4bf58dd8d48988d1e1931735,Arcade
10,Crossroads,5ad817f3c666667613ddcb70,Broadway Arcade,1420,1000 Broadway Blvd Ste 200,39.102272,-94.58867,4bf58dd8d48988d1e1931735,Arcade
2,CBD-Downtown,5ad817f3c666667613ddcb70,Broadway Arcade,1449,1000 Broadway Blvd Ste 200,39.102272,-94.58867,4bf58dd8d48988d1e1931735,Arcade
30,West Side,5ad817f3c666667613ddcb70,Broadway Arcade,1517,1000 Broadway Blvd Ste 200,39.102272,-94.58867,4bf58dd8d48988d1e1931735,Arcade
59,Harlem,5ad817f3c666667613ddcb70,Broadway Arcade,1733,1000 Broadway Blvd Ste 200,39.102272,-94.58867,4bf58dd8d48988d1e1931735,Arcade
6,Columbus Park,5ad817f3c666667613ddcb70,Broadway Arcade,1820,1000 Broadway Blvd Ste 200,39.102272,-94.58867,4bf58dd8d48988d1e1931735,Arcade
36,Parkview,5ad817f3c666667613ddcb70,Broadway Arcade,2106,1000 Broadway Blvd Ste 200,39.102272,-94.58867,4bf58dd8d48988d1e1931735,Arcade
14,Hospital Hill,5ad817f3c666667613ddcb70,Broadway Arcade,2299,1000 Broadway Blvd Ste 200,39.102272,-94.58867,4bf58dd8d48988d1e1931735,Arcade
